,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_hr,Dep_min,Arrival_hr,Arrival_min,duration_hr,duration_min
2127,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,22270,1,3,8,0,8,15,24,15
2128,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5613,27,4,7,0,9,40,2,40
2129,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3873,1,4,9,0,11,25,2,25
2130,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,6015,15,5,5,35,8,50,3,15
2131,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,9,6,6,30,12,0,5,30
2132,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2227,12,5,13,15,14,45,1,30
2133,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,1,4,19,50,22,50,3,00
2134,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10368,6,6,5,30,19,0,13,30
2135,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12898,21,5,17,30,4,25,10,55
2136,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12192,12,6,7,0,19,0,12,00
2137,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12121,9,5,9,35,23,35,14,00
2138,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,16163,27,5,6,50,7,40,24,50
2139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,5,45,18,25,12,40
2140,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5780,21,6,19,30,22,15,2,45
2141,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4995,9,5,10,20,11,50,1,30
2142,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6496,9,6,5,10,10,5,4,55
2143,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,12488,12,6,12,20,19,15,30,55
2144,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,15,5,7,10,10,5,2,55
2145,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2647,18,6,5,45,7,15,1,30
2146,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,12649,3,3,13,0,15,50,2,50
2147,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8266,12,6,11,40,19,15,7,35
2148,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0,6216,15,5,6,0,9,10,3,10
2149,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4423,1,4,1,30,4,15,2,45
2150,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,17996,6,3,8,0,8,15,24,15
2151,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,5726,15,4,8,45,13,15,4,30
2152,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,15147,6,3,6,0,15,30,9,30
2153,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,15554,18,5,20,55,19,0,22,5
2154,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,12819,24,6,23,5,4,25,29,20
2155,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7198,27,6,18,0,1,30,7,30
2156,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5073,3,4,16,0,21,0,5,00
2157,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3943,27,6,21,15,0,15,3,00
2158,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3205,27,3,7,10,8,35,1,25
2159,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,3257,12,5,5,55,8,35,2,40
2160,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4804,3,6,22,15,0,50,2,35
2161,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,10231,9,3,16,50,21,35,4,45
2162,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12898,21,5,20,55,4,25,7,30
2163,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2227,21,3,21,20,22,45,1,25
2164,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,9258,1,4,12,0,11,10,23,10
2165,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9663,24,5,16,30,9,20,16,50
2166,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,8040,21,5,7,5,8,30,1,25
2167,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3419,6,6,20,55,23,40,2,45
2168,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,8016,1,6,7,10,10,10,3,00
2169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,6,4,17,45,20,45,3,00
2170,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,4959,6,6,10,35,19,35,9,00
2171,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,10151,9,6,12,0,11,10,23,10
2172,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,10703,18,5,5,15,19,15,38,00
2173,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,9,6,8,25,18,15,9,50
2174,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7205,6,3,16,10,22,20,6,10
2175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,8,55,18,25,9,30
2176,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13994,9,6,9,35,22,5,12,30
2177,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,6015,15,4,14,25,17,40,3,15
2178,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4226,3,4,6,15,10,30,4,15
2179,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,9483,21,3,19,10,18,50,23,40
2180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5198,15,5,7,10,10,10,3,00
2181,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10368,27,6,5,30,19,0,13,30
2182,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,11982,3,6,17,45,20,5,2,20
2183,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,8032,15,3,11,50,13,0,25,10
2184,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,5510,15,5,14,15,16,45,2,30
2185,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8177,9,5,23,30,4,35,5,5
2186,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11410,1,6,16,45,22,25,5,40
2187,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9385,21,3,7,0,12,50,5,50
2188,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,6,6,10,0,19,0,9,00
2189,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3873,18,6,9,0,11,25,2,25
2190,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11999,21,3,11,40,18,50,7,10
2191,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,14300,27,6,18,20,12,35,18,15
2192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2175,12,5,13,15,14,45,1,30
2193,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,14431,9,5,6,50,7,40,24,50
2194,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,21,5,6,0,8,45,2,45
2195,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,3809,24,5,19,20,23,45,4,25
2196,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7354,24,6,7,30,19,15,11,45
2197,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12537,27,3,8,0,15,30,7,30
2198,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9719,27,5,13,0,19,15,6,15
2199,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,8040,24,5,10,20,11,50,1,30
2200,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4995,24,5,7,5,8,30,1,25
2201,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4591,6,4,23,30,2,20,2,50
2202,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,7662,6,6,16,45,21,5,28,20
2203,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,3850,24,6,7,55,10,15,2,20
2204,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6442,3,6,8,35,22,30,13,55
2205,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11378,3,6,23,30,4,35,5,5
2206,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13377,27,6,15,0,1,30,10,30
2207,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,21,5,8,25,20,45,12,20
2208,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,4995,9,5,7,5,8,30,1,25
2209,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,6057,27,3,17,15,9,25,16,10
2210,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5176,6,4,10,0,12,45,2,45
2211,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13014,9,6,9,40,4,25,18,45
2212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,7917,1,3,16,15,20,35,4,20
2213,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,5583,9,6,6,5,11,20,5,15
2214,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7229,9,4,6,0,8,45,2,45
2215,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7191,18,5,16,0,1,30,9,30
2216,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3210,12,6,19,35,21,5,1,30
2217,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14871,6,3,15,0,1,35,10,35
2218,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,8099,15,5,8,30,19,15,10,45
2219,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8366,21,5,9,25,18,30,9,5
2220,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,6297,9,3,22,5,0,25,2,20
2221,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,18286,3,3,13,0,21,0,8,00
2222,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,17024,6,3,23,5,19,45,20,40
2223,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6144,24,4,7,10,10,10,3,00
2224,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13941,9,3,6,0,19,45,13,45
2225,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3702,9,5,18,55,22,0,3,5
2226,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,5583,15,5,6,5,11,20,5,15
2227,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,10208,12,3,19,40,9,10,13,30
2228,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12384,6,5,9,35,18,0,8,25
2229,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,17049,6,5,10,0,5,25,19,25
2230,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7006,24,5,7,30,21,0,13,30
2231,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,12723,12,6,5,50,20,25,14,35
2232,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10577,12,6,8,0,4,25,20,25
2233,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,16736,6,3,7,0,19,10,12,10
2234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,24,6,13,0,4,25,15,25
2235,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7155,24,6,11,25,19,15,7,50
2236,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,15147,3,3,10,20,1,35,15,15
2237,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,12,6,7,10,10,5,2,55
2238,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,8714,15,3,9,30,16,20,6,50
2239,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10953,6,5,9,35,9,45,24,10
2240,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10203,12,6,20,30,20,25,23,55
2241,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12373,18,5,13,0,12,35,23,35
2242,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14151,12,5,9,35,23,35,14,00
2243,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12121,24,5,9,35,14,25,28,50
2244,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0,5586,9,4,6,0,9,10,3,10
2245,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,18,5,8,25,12,0,27,35
2246,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8586,21,5,21,10,4,40,7,30
2247,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,5409,6,6,17,55,22,50,4,55
2248,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2,7178,21,3,9,45,21,20,11,35
2249,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5797,24,6,10,20,1,30,15,10
2250,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13759,24,3,19,45,19,40,23,55
2251,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,13873,24,5,7,0,1,20,18,20
2252,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,16079,21,5,20,55,19,0,22,5
2253,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2017,27,6,13,15,14,45,1,30
2254,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,10844,18,5,20,0,18,15,22,15
2255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,3573,24,4,21,10,0,5,2,55
2256,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8066,6,5,9,35,9,45,24,10
2257,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14053,9,3,20,50,18,50,22,00
2258,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,12284,18,3,8,0,15,15,7,15
2259,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,5351,9,4,6,5,11,20,5,15
2260,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,7064,1,4,16,30,16,20,23,50
2261,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10394,3,3,2,5,7,25,5,20
2262,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9663,15,5,18,55,9,20,14,25
2263,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13727,18,5,17,30,1,30,8,00
2264,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10262,12,6,19,15,12,35,17,20
2265,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,9,4,7,10,10,5,2,55
2266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7074,3,3,5,50,8,40,2,50
2267,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,17267,6,3,7,5,21,0,13,55
2268,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14067,21,5,15,0,1,30,10,30
2269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,1,5,8,30,11,20,2,50
2270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,27,4,20,0,22,50,2,50
2271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4483,12,5,23,55,2,45,2,50
2272,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,14960,6,6,9,50,23,15,13,25
2273,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7171,1,6,17,0,19,45,2,45
2274,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12173,24,3,20,30,8,55,12,25
2275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,11392,3,3,0,30,8,45,8,15
2276,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,16057,15,5,10,0,13,45,27,45
2277,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14151,9,6,17,0,10,55,17,55
2278,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4030,21,5,11,10,14,5,2,55
2279,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4226,6,5,19,35,23,15,3,40
2280,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,11050,9,3,4,0,19,15,15,15
2281,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6961,21,5,10,0,12,45,2,45
2282,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14231,24,3,21,10,9,15,12,5
2283,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10919,27,6,14,35,12,35,22,00
2284,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10913,27,3,7,0,19,15,12,15
2285,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,5277,27,6,22,5,0,25,2,20
2286,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7485,21,5,10,20,21,0,10,40
2287,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14231,24,3,16,55,16,20,23,25
2288,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,4201,6,4,7,25,13,35,6,10
2289,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,7931,6,3,14,10,17,10,3,00
2290,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6513,15,5,14,55,22,30,7,35
2291,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14714,6,6,15,0,19,0,28,00
2292,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,6218,9,5,18,5,23,30,5,25
2293,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,8603,27,6,12,0,19,15,7,15
2294,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7318,21,5,8,30,21,0,12,30
2295,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13504,15,6,10,0,19,0,9,00
2296,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9646,15,5,7,5,22,30,15,25
2297,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,5224,27,5,11,30,14,5,2,35
2298,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12692,12,6,9,35,18,0,8,25
2299,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9689,6,6,10,20,17,35,7,15
2300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,13033,9,5,10,0,1,20,15,20
2301,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13626,12,6,6,30,16,20,9,50
2302,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2754,18,5,19,5,20,35,1,30
2303,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,12121,9,5,17,0,9,45,16,45
2304,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3419,24,4,1,30,4,15,2,45
2305,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,13033,21,5,10,0,1,20,15,20
2306,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4174,6,4,4,40,7,15,2,35
2307,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6152,27,6,7,55,22,25,14,30
2308,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,5201,27,6,5,10,8,0,2,50
2309,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,9134,15,3,7,0,16,10,9,10
2310,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,13243,18,5,7,0,1,20,18,20
2311,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,15129,27,5,5,30,4,25,22,55
2312,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2759,9,5,19,35,21,5,1,30
2313,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4423,15,5,6,5,8,50,2,45
2314,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,9187,18,5,7,10,22,40,15,30
2315,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7740,18,5,7,10,22,30,15,20
2316,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6144,24,5,19,50,22,50,3,00
2317,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,10877,9,6,4,55,12,35,7,40
2318,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6442,15,6,11,55,22,30,10,35
2319,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7048,27,3,4,45,15,30,10,45
2320,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,5797,27,6,15,15,1,30,10,15
2321,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,10573,3,3,6,45,23,55,17,10
2322,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7503,15,5,8,30,21,0,12,30
2323,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6104,12,6,17,30,1,30,8,00
2324,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,9663,9,5,21,10,8,15,11,5
2325,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5769,3,6,11,10,14,5,2,55
2326,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,3100,15,6,13,55,15,25,1,30
2327,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12373,18,5,17,30,4,25,10,55
2328,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3815,15,3,9,0,11,30,2,30
2329,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,14300,15,6,12,15,12,35,24,20
2330,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4823,1,6,7,10,10,5,2,55
2331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,2754,18,6,19,5,20,35,1,30
2332,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,9736,3,6,6,0,19,15,13,15
2333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,7280,21,3,9,45,14,25,4,40
2334,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7408,9,6,8,0,21,0,13,00
2335,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,13044,12,6,20,0,12,0,16,00
2336,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,12723,24,5,5,50,23,15,17,25
2337,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8586,6,5,16,30,4,40,12,10
2338,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,6316,12,6,16,0,1,30,9,30
2339,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,15554,9,5,9,0,19,0,10,00
2340,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0,2385,15,3,13,10,14,30,1,20
2341,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13587,9,6,13,0,21,0,8,00
2342,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,13790,3,3,2,35,8,30,5,55
2343,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,10975,15,5,9,45,9,25,23,40
2344,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,14388,21,5,8,25,9,20,24,55
2345,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,7198,6,6,18,0,1,30,7,30
2346,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13029,9,5,9,40,12,35,26,55
2347,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,12717,27,5,7,5,19,15,12,10
2348,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,14871,3,3,6,40,13,20,6,40
